Code;Libelle;Type;Commune;Cours d'eau;Masse d'eau;
05164650;Ruisseau du Haumont à Pins-Justaret;STQ;Pins Justaret;Ruisseau du Haumont;Ruisseau du Haumont;
05086060;La Masse de Pujols à Pujols;STQ;Pujols;La Masse;La Masse;
09615X0033/HY;Source de Céras - BRUSQUE - S73;QZ;Brusque;;Socle BV Tarn secteurs hydro o3-o4;
06836X0065/F;FONTCOUVERTE - Vallée de l'Escambouille;QZ;Fontcouverte;;Calcaires, grés et sables de l'infra-cénomanien/cénomanien captif nord-quitain;
05236900;La Nivelle au niveau de Saint pée sur Nivelle (Base de Kayak );STQ;Saint Pée sur Nivelle;La Nivelle;La Nivelle de sa source à l'océan;
08323X0201/HY;PAYRIGNAC Nadaillac -S85;QZ;Payrignac;;Calcaires, grés et sables du crétacé sup basal libre en Périgord Sarladais Bouriane;
05091685;Le ruisseau de Mouminoux à Mourjou;STQ;Mourjou;Ruisseau du Mouminoux;;
05138900;Le Thoré en amont de Labastide Rouairoux;STQ;Labastide Rouairoux;Le Thoré;Le Thoré de sa source au confluent de la Truite (incluse);
05015951;La Font-Noire à Gond-Pontouvre;STQ;Gond Pontouvre;La Fontaine Noire;La Fontaine Noire;
05061050;L'Ouysse en amont de Belcastel;STQ;Lacave;l'Ouysse;L'Ouysse de sa source au confluent de la Dordogne;
10072X0026/F;IDRAC-RESPAILLES - Saint Médard;QZ;Idrac Respaillès;;sables, calcaires et dolomies de l'éocène-paléocène captif sud AG;
05134300;L'Agout à Vielmur;STQ;Vielmur sur Agout;l'Agout;L'Agout du confluent de la Durenque au confluent du Tarn;
05076050;Le Ciron dans sa partie aval;STQ;Barsac;Le Ciron;La Ciron de sa source au confluent de la Garonne;
05127000;L'Aveyron à Rodez;STQ;Druelle;l'Aveyron;L'Aveyron du confluent de la Briane au confluent de l'Alzou;
05119050;Le Lemboulas à Lunel;STQ;Lafrançaise;Le Lemboulas;Le Lemboulas du confluent du Petit Lembous au confluent du Tarn;
05096050;La Selves à Laguiole;STQ;Laguiole;La Selves;La Selves de sa source au lac de Galens;
09105X0009/HY;Source moulin de corp- St andre de vezines;QZ;Saint André de Vézines;;;
05091275;La Veyre à Bagnac-sur-Célé;STQ;Bagnac sur Célé;Le Veyre;Le Veyre de sa source au confluent du Célé;
05120005;La Tauge à Albias;STQ;Albias;Ruisseau de la Tauge;La Tauge de sa source au confluent de l'Aveyron;
05119990;La Tauge à Saint Etienne de Tulmont;STQ;Saint Etienne de Tulmont;Ruisseau de la Tauge;La Tauge de sa source au confluent de l'Aveyron;
05162800;Le Canal de St-Martory. amont du L'Herm;STQ;Lherm;Canal de Saint-Martory;Canal de Saint-Martory;
05090110;Le célé à Marcilhac;STQ;Marcilhac sur Célé;Le Célé;Le Célé du confluent du Drauzou au confluent du Lot;
05127150;L'Aveyron à Versailles;STQ;Olemps;l'Aveyron;L'Aveyron du confluent de la Briane au confluent de l'Alzou;
05046690;Le Moiron à Saussignac;STQ;Saussignac;Le Moiron;;
05007920;Le Nobla à Neulles;STQ;Neulles;Le Nobla;Le Nobla;
05223250;Le Luzou en amont de Lesgor;STQ;Lesgor;Le Luzou;Le Luzou de sa source au confluent de la Midouze;
05134600;L'Agout en aval de Saïx;STQ;Fréjeville;l'Agout;L'Agout du confluent de la Durenque au confluent du Tarn;
05035410;La Dronne à Dournazac;STQ;Dournazac;La Dronne;La Dronne de sa source au confluent du Manet (inclus);
05006810;Le Bruant au niveau de Romegoux;STQ;Romegoux;Le Bruant;Le Bruant;
08756X0032/F1;ARGELOUSE - La Bluhe P149 (Jurassique);QZ;Argelouse;;Calcaires du jurassique moyen et supérieur captif;
08866X0055/S;MAS-ST-CHELY - Source de Saint Chély;QZ;Sainte Enimie;;Calcaires des grands Causses BV Tarn;
07818X0033/F4;SAINT-FRONT-DE-PRADOUX - Font Belisse;QZ;Saint Front de Pradoux;;Calcaires et sables du turonien coniacien captif nord-aquitain;
05229200;L'Adour à Onard;STQ;Onard;l'Adour;L'Adour du confluent de l'Echez au confluent de la Midouze;
05228340;L'Uby au niveau de Cazaubon (Pont de la D235);STQ;Cazaubon;l'Uby;L'Uby;
05126500;La Maresque à Moyrazes;STQ;Moyrazès;La Maresque;La Maresque;
05022705;Le Bandiat au nivea ude Saint-Martial-de-Valette;STQ;Saint Martial de Valette;Le Bandiat;Le Bandiat;
05024960;Le chenal de la Recoulaine à Nieulle sur Seudre;STQ;Saint Just Luzac;Chenal de Recoulaine;Chenal de Recoulaine;
05091670;Le Ressègue au niveau de Labeylie Basse;STQ;Saint Constant Fournoulès;La Ressègue;La Ressègue;
05000200;Le Canal de Cire-Larocque à Vergeroux;STQ;Vergeroux;Levée de la Daurade;;
05022080;Le Bandiat aux Jommelières;STQ;Javerlhac et la Chapelle Saint Robert;Le Bandiat;Le Bandiat du confluent des Vergnes au confluent du Varaignes;
Q2255003;Lac de l'Uby;STQL;Cazaubon;;Lac de l'Uby;
05080990;Le Ruisseau de la Ville à Ste-Bazeille;STQ;Sainte Bazeille;Ruisseau de la Ville;Ruisseau de la Ville;
10756X0017/HY;ARIGNAC - Fount Sainto;QZ;Arignac;;Terrains plissés BV Ariège secteur hydro o1;
05234082;La Gespe au niveau d'Odos;STQ;Odos;La Gespe;La Gespe;
05089000;Le Lot à Douelle;STQ;Douelle;Le Lot;Le Lot du confluent du Célé au confluent de la Lémance;
05068510;La Sionne à Drugeac;STQ;Drugeac;La Sionne;La Sionne;
05072000;La Dordogne à St-Sauves;STQ;Saint Sauves d'Auvergne;La Dordogne;La Dordogne du confluent du Vendeix à la retenue de Bort-les-Orgues;
O6525013;Barrage de Puydarrieux;STQL;Puydarrieux;;Retenue de Puydarrieux;
05096410;Le Ruisseau de Lévandès au niveau de Chaudes Aigues;STQ;Chaudes Aigues;Ruisseau de Lévandès;Le Lévandès de sa source au barrage de Sarrans;
05153960;La Gimone au niveau de Juilles;STQ;Juilles;La Gimone;La Gimone du barrage de Lunax au confluent de la Marcaoue;
05084800;Le Lot en aval de Ste-Livrade;STQ;Fongrave;Le Lot;Le Lot du confluent de la Lémance au confluent de la Garonne;
10306X0246/F;BAUDRIEX N°2;QZ;Baudreix;;Alluvions du gave de Pau;
05080744;Le Brayssou au niveau de Tourliac;STQ;Tourliac;Le Brayssou;Le Brayssou du barrage du Brayssou au confluent du Dropt;
05025050;La Seudre à St-André de Lidon;STQ;Saint André de Lidon;La Seudre;La Seudre du confluent de la Bénigousse au confluent du fossé de Chantegrenouille;
05192063;Le Ruisseau du Basque en aval d'Ychoux;STQ;Ychoux;Ruisseau du Basque;Ruisseau du Basque;
05060000;La Cuze à Vitrac;STQ;Vitrac;La Cuze;La Cuze de sa source au confluent de la Dordogne;
05157562;Le Nostre Seigne à Montgiscard (Amont STEP);STQ;Montgiscard;l'Entournat;;
05032900;La Pude à Nanteuil Auriac de Bourzac;STQ;Nanteuil Auriac de Bourzac;La Pude;La Pude de sa source au confluent de la Lizonne;
05006100;La Boutonne à Lussay;STQ;Chef Boutonne;La Boutonne;La Boutonne de sa source au confluent de la Belle;
05129150;Le Rieu Tort à Labastide St Pierre;STQ;Labastide Saint Pierre;Le Rieu Tort;Le Rieu Tort;
05033200;La Lizonne à Jaufrenie;STQ;Gurat;La Lizonne;La Lizonne du confluent de la Belle au confluent de la Dronne;
05223000;L'Adour à St-Vincent de Paul;STQ;Saint Vincent de Paul;l'Adour;L'Adour du confluent de la Midouze au confluent du Luy;
05199100;A cambo les Bains;STQ;Cambo les Bains;Non nommé;[Toponyme inconnu] non codifiée3;
05235905;L'Anou à Bagnères de Bigorre;STQ;Bagnères de Bigorre;l'Anou;;
05057105;La Vézère au niveau de St Hilaire les Courbes;STQ;Saint Hilaire les Courbes;La Vézère;La Vézère du lac de Viam au lac des Bariousses;
05068992;La Grolle à Cheylade;STQ;Cheylade;La Grolle;La Grolle;
05134432;La Rigole de la Plaine au niveau de Revel;STQ;Revel;Rigole de la Plaine;Rigole de la Plaine;
06835X0009/HY;SAINTES - Lucérat;QZ;Saintes;;Calcaires et calcaires marneux du santonien-campanien BV Charente-Gironde;
05101500;La Colagne en aval de Rieutort de Randon;STQ;Rieutort de Randon;La Colagne;La Colagne du lac de Charpal au confluent de la Tartaronne (incluse);
06374X0001/F1;BLANZAY - Chez Deranlot;QZ;Blanzay;;;
10305X0229/F;PARDIES PIETAT;QZ;Pardies Piétat;;Alluvions du gave de Pau;
05237310;Le Basarun Erreka à Saint Jean de Luz (Lieu dit Etchetokoborda);STQ;Saint Jean de Luz;Basarun Erreka;Basarun Erreka;
05161500;La Garonne au Syndicat Centre et Nord;STQ;Toulouse;La Garonne;La Garonne du confluent de l'Ariège au confluent de l'Aussonnelle;
05203030;Le Saison à Menditte;STQ;Menditte;Le Saison;Le Saison du confluent du Gave au confluent de l'Arangorena;
08537X0139/F;MARMANDE - Bédier;QZ;Marmande;;Alluvions de la Garonne aval;
10034X0006/ERH;ST-BOES - Rebuqueight;QZ;Saint Boès;;Molasses du bassin de l'Adour et alluvions anciennes de Piémont;
05119902;Le Grand Mortarieu à Villemade;STQ;Villemade;Le Grand Mortarieu;Le Grand Mortarieu;
05134540;Le Laudot au niveau de Revel;STQ;Revel;Le Laudot;Le Ruisseau le Laudot;
05215120;Le Luz au niveau de Baliros;STQ;Baliros;Le Luz;Le Luz de sa source au confluent du Gave de Pau;
05234017;Le Louet à Castelnau Rivière Basse;STQ;Castelnau Rivière Basse;Le Louet;Le Louet du confluent du Layza au confluent de l'Adour;
05111005;La Galavette à Recurt;STQ;Recurt;La Galavette;La Galavette;
05234290;L'Echez en amont de Les Angles;STQ;Angles;l'Echez;L'Echez;
10732X0106/HY;ARBAS - Source de Poume Captage bas;QZ;Arbas;;Terrains plissés du BV Garonne secteur hydro o0;
05065000;La Jordanne à Rouffiac;STQ;Saint Simon;La Jordanne;La Jordanne du confluent du Pouget (inclus) au confluent de la Cère;
05232200;Le Lees de Garlin à Castetpugon;STQ;Castetpugon;Le Lées;Le Lées du confluent du Marchet au confluent du Lées;
05223130;Le Louts à St-Géours d'Auribat;STQ;Saint Geours d'Auribat;Le Louts;Le Louts du confluent du canal de Biélongue (inclus) au confluent de l'Adour;
05234050;Le Lis au niveau de Montaner;STQ;Montaner;Le Lis;Le Lis;
05033500;La Dronne à Epeluche;STQ;Comberanche et Epeluche;La Dronne;La Dronne du confluent de la Côle au confluent de la Lizonne;
05057100;La Vézère à l'aval de Treignac;STQ;Affieux;La Vézère;La Vézère du lac des Bariousses au confluent de la Soudaine;
05058935;Le Bléou en aval de Gourdon;STQ;Saint Clair;Ruisseau de Bléou;Le Bléou de sa source au confluent du Céou;
05031000;La Tude en aval de Chalais;STQ;Médillac;La Tude;La Tude de sa source au confluent de la Dronne;
05053100;La Corrèze à Malemort;STQ;Malemort;La Corrèze;La Corrèze du confluent du Brauze au confluent du Pian;
05105000;La Gélise à Cauderoue;STQ;Nérac;La Gélise;La Gélise du barrage de Candau au confluent de la Baïse;
05046670;Le Marmant à Razac-de-Saussignac;STQ;Razac de Saussignac;Le Marmant;;
05025835;Le Moron au niveau de Pugnac;STQ;Pugnac;Le Moron;Le Moron de sa source au confluent du Soptier;
05068850;La Diège au Moulin de Beaune;STQ;Sornac;La Diège;La Diège (Langlade) de sa source au confluent de la Sarsonne;
05033400;Le Ruisseau de Beaussac à Beaussac;STQ;Beaussac;Ruisseau de Beaussac;Ruisseau de Beaussac;
05154280;Le Canal de Montech à Montech;STQ;Montech;Canal de Montech;Canal de Montech;
05236980;La Nivelle au niveau de St Pée sur Nivelle (Zone artisanale Lizardia);STQ;Saint Pée sur Nivelle;La Nivelle;La Nivelle de sa source à l'océan;
05106200;L'Osse à Marambat;STQ;Marambat;l'Osse;L'Osse du confluent du Lizet au confluent de la Gélise;
05051520;L'Elle au niveau de Beauregard de Terrasson;STQ;Beauregard de Terrasson;l'Elle;L'Elle de sa source au confluent du Savignac (inclus);
05074000;La Jalle de Blanquefort à Corbiac;STQ;Saint Médard en Jalles;La Jalle;La Jalle de Blanquefort du confluent du Bibey à la Gironde;
05120040;Le Ruisseau du Gouyré à Puygaillard-de-Quercy;STQ;Puygaillard de Quercy;Ruisseau du Gouyré;Ruisseau du Gouyré;
05060940;La Borrèze à Malherbes;STQ;Souillac;La Borrèze;La Borrèze de sa source au confluent de la Dordogne;
05183848;La Garonne à Loures-Barousse;STQ;Loures Barousse;La Garonne;La Garonne du confluent du rieu argellé (inclus) au confluent de la Neste;
05154500;La Garonne à Verdun / Garonne;STQ;Verdun sur Garonne;La Garonne;La Garonne du confluent de l'Aussonnelle au confluent du Tarn;
05033380;La Belle au niveau de Ste Croix de Mareuil;STQ;Sainte Croix de Mareuil;La Belle;La Belle de sa source au confluent de la Lizonne;
05088454;Le Vert en amont de Catus;STQ;Catus;Le Vert;Le Vert de sa source au confluent du Lot;
05114910;Le Gers à Montestruc-sur-Gers;STQ;Montestruc sur Gers;Le Gers;Le Gers du confluent du Sousson au confluent de l'Aulouste;
O4055003;Lac de la Raviège;STQL;Salvetat sur Agout;;Lac de la Raviège;
08792X0002/HY;TRENTELS - Chamouleau;QZ;Trentels;;Molasses du bassin du Lot;
06837X0041/F;SAINT-BRIS-DES-BOIS - Le Poitou;QZ;Saint Bris des Bois;;Calcaires, grés et sables de l'infra-cénomanien/cénomanien captif nord-quitain;
05015980;Le Viville en aval de Champniers;STQ;Ruelle sur Touvre;Ruisseau de Viville;Ruisseau de Viville;
05090200;Le Célé en aval de Corn;STQ;Corn;Le Célé;Le Célé du confluent du Drauzou au confluent du Lot;
05228250;Le Ruisseau de Larrazieu au niveau de Labastide d'Armagnac;STQ;Labastide d'Armagnac;Ruisseau de Larrazieu;Ruisseau de Larrazieu;
05005603;La Berlande en aval confluence avec la Légère;STQ;Paizay le Tort;La Berlande;La Berlande de sa source au confluent de la Béronne;
05091054;Le ruisseau de la Dournelle à Issepts;STQ;Issepts;Ruisseau de la Dournelle;Ruisseau de la Dournelle;
05048015;La Véronne à Sainte-Croix;STQ;Sainte Croix;La Véronne;La Véronne;
05099170;La Boralde Flaujaguèse en amont d'Espalion;STQ;Saint Côme d'Olt;Boralde Flaujaguèse;La Boralde Flaujaguèse de sa source au confluent du Lot;
08091X0006/HY;LACHAPELLE AUZAC - Le Blagour;QZ;Lachapelle Auzac;;Calcaires des Causses du Quercy BV Dordogne;
O1025023;Etang de Naguilhes;STQL;Orlu;;Étang de Naguilhes;
05096480;Le Ruisseau des Ternes au niveau de Seriers;STQ;Sériers;Ruisseau des Ternes;Les Ternes de sa source au barrage de Grandval;
10315X0188/P14;OURSBELILLE - P14;QZ;Bordères sur l'Echez;;Alluvions de l'Adour et de l'Echez, l'Arros, la Bidouze et la Nive;
05036000;L'Isle à Coutras;STQ;Abzac;l'Isle;L'Isle du confluent du Cussona (inclus) au confluent de la Dronne;
08526X0005/HY;SAINT PIERRE DE MONS - Source Bellefontaine;QZ;Saint Pierre de Mons;;Calcaires et sables de l'oligocène à l'ouest de la Garonne;
05068145;La Doire au niveau de St Cirgues de Malbert;STQ;Saint Cirgues de Malbert;La Doire;La Doire de sa source au confluent de la Bertrande;
05179000;Le Salat à Caumont;STQ;Caumont;Le Salat;Le Salat du confluent de l'Arac au confluent de la Garonne;
Q3325003;Barrage de l'Ayguelongue;STQL;Momas;;Retenue de l'Ayguelongue;
05068910;La Grande Rhue en aval de Coindre;STQ;Saint Etienne de Chomeil;Ruisseau Grande Rhue;La Rhue du confluent de la Santoire au barrage de Marèges;
05018750;La Couture au niveau d'Oradour;STQ;Oradour;ruisseau de la couture;La Couture de sa source au confluent de l'Aume;
05118700;L'Arrats en aval de Homps;STQ;Homps;l'Arrats;L'Arrats du barrage-réservoir de l'Astarac au confluent de la Garonne;
05097550;Le Lander en aval de Luc d'Ussel;STQ;Ussel;Le Lander;Le Lander de sa source au confluent du Babory;
P0--3003;Lac de Lastioulles;STQL;Trémouille;;Lac de Lastioulles;
05162980;Le Canal du Midi dans Toulouse (Béarnais);STQ;Toulouse;Canal du Midi;Canal du Midi;
07598X0009/F2;TOURTOIRAC - La Rougerie;QZ;Tourtoirac;;Sables, grés, calcaires et dolomies de l'infra-toarcien;
05096010;La Selves au niveau de Campouriez;STQ;Campouriez;La Selves;La Selves du lac de Maury au confluent de la Truyère;
05042055;L'Auvezère;STQ;Saint Mesmin;l'Auvézère;L'Auvézère du confluent du Puy Roudeaux au confluent du Dalon;
05236400;L'Adour de Gripp en amont de Sainte-Marie-de-Campan;STQ;Campan;l'Adour de Gripp;L'Adour de Gripp;
05117100;La Barguelonne à Golfech;STQ;Lamagistère;La Barguelonne;La Barguelonne de sa source au confluent de la Garonne;
10735X0040/HY;MELLES - Source de Peyris;QZ;Melles;;Terrains plissés du BV Garonne secteur hydro o0;
05125650;La Nauze à Calmont;STQ;Calmont;Ruisseau de la Nauze;Ruisseau de la Nauze;
05020990;La Ligonne à Marillac-le-Franc;STQ;Marillac le Franc;La Ligonne;La Ligonne;
05118795;L'Arrats au niveau de la Deveze;STQ;Devèze;l'Arrats;Arrats canalisée;
05214200;L'Ousse à Bizanos;STQ;Pau;Ruisseau de l'Ousse;L'Ousse de sa source au confluent du Gave de Pau;
05166999;La Vixiège en amont de Belpech;STQ;Belpech;La Vixiège;La Vixiège de sa source au confluent de l'Hers vif;
05122850;Le Céret en aval de La Roucarié;STQ;Trévien;Le Céret;Le Céret de la retenue de la Roucarie au confluent du Cérou;
05086280;Le Boudouyssou à Tournon d'Agenais;STQ;Tournon d'Agenais;Le Boudouyssou;Le Boudouyssou de sa source au confluent de la Rivièrette (incluse);
05238440;L'untxin au niveau d'Urrugne (Lieu dit Sopitenia);STQ;Urrugne;Fleuve Untxin;L'Untxin de sa source à l'océan;
09792X0208/F4;AIRE-SUR-L'ADOUR - La Saligue (AEP F4);QZ;Aire sur l'Adour;;Alluvions de l'Adour et de l'Echez, l'Arros, la Bidouze et la Nive;
05192200;Le Vignac à Lit-et-Mixe;STQ;Saint Julien en Born;Courant de Contis;Le Vignacq de sa source au confluent de l'Onesse;
05238465;Le nom nommé au niveau d'Urrugne ;STQ;Urrugne;Non nommé;;
05033546;La Gilardie à St-Sulpice-de-Roumagnac;STQ;Saint Sulpice de Roumagnac;La Gilardie;;
05051120;Le COLY à La Cassagne;STQ;Cassagne;Le Coly;Le Coly;
05075800;Le Ruisseau de Machique à Ladaux;STQ;Ladaux;Ruisseau de Machique;Ruisseau de Machique;
05033505;Le Ruisseau du Boulanger au niveau de Ribérac;STQ;Ribérac;Ruisseau du Boulanger;Ruisseau du Boulanger;
05068988;La Grolle à Marchastel (Les Taugues);STQ;Marchastel;La Grolle;La Grolle;
05072120;Le Canal de Boube à Saint-Georges-de-Didonne;STQ;Royan;Canal de Boube;;
05079955;La Dourdenne au niveau de Ségalas;STQ;Ségalas;La Dourdenne;La Dourdenne de sa source au confluent du Dropt;
05021105;La Renaudie au niveau de Rouzède;STQ;Rouzède;La Renaudie;La Renaudie;
05022020;Le Ruisseau de Varaignes à Varaignes;STQ;Varaignes;Ruisseau de Varaignes;Ruisseau de Varaignes;
05001695;L'Arnoult à Trizay (Picou);STQ;Trizay;l'Arnoult;L'Arnoult de sa source au confluent de la Charente;
05126000;L'Aveyron à Floirac;STQ;Monteils;l'Aveyron;L'Aveyron du confluent de l'Alzou de sanvensa au confluent du Viaur;
07316X0027/F;MIRAMBEAU - Le Joyau (forage);QZ;Mirambeau;;Calcaires et sables du turonien coniacien captif nord-aquitain;
10096X0160/F;POUCHARRAMET - La Marjole;QZ;Poucharramet;;;
05068955;Le Ruisseau Grande Rhue à Egliseneuve d'entraigues;STQ;Egliseneuve d'Entraigues;Ruisseau Grande Rhue;La Rhue de sa source au confluent de l'Espinchal;
05058100;La Nauze en amont de Siorac-en-Périgord;STQ;Siorac en Périgord;La Nauze;La Nauze de sa source au confluent de la Dordogne;
05228290;Le Loumné;STQ;Mauléon d'Armagnac;Le Loumné;Le Loumné;
08257X0073/F3;ARCACHON - Abatilles;QZ;Arcachon;;Calcaires et sables de l'oligocène captif du littoral nord aquitain;
05024980;Le Chenal de Chalezac à Chaillevette;STQ;Chaillevette;Chenal de Chaillevette;Chenal de Chaillevette;
O6185093;Lac de Peyralade;STQL;Roquecor;Ruisseau de la Combe de la Molle;;
08523X0095/F2;CAUDROT - Le Grava 2;QZ;Caudrot;;Calcaires du sommet du crétacé supérieur captif nord-aquitain;
05014250;La Boëme à Voulgézac;STQ;Voulgézac;La Boème;La Boëme de sa source au confluent de la Charente;
05204920;L'Auronce à Saucède;STQ;Saucède;l'Auronce;L'Auronce;
05197000;La Palue en aval de Castets;STQ;Castets;Ruisseau de la Palue;La Palue du confluent des Forges à l'étang de Léon;
05171900;L'Ariège en aval de Foix;STQ;Varilhes;l'Ariège;L'Ariège du confluent du Vernajoul (Fajal) au confluent de l'Hers vif;
05125410;La Cône en aval de la Selve;STQ;Rullac Saint Cirq;Le Fouquet;Le Fouquet de sa source au confluent du Giffou;
05042095;L'Auvézère en amont de Lubersac (Les Quatre Moulins);STQ;Lubersac;l'Auvézère;L'Auvézère de sa source au confluent du Moulin de Chatenet;
08776X0003/GCX1;CASTELJALOUX  - La Bartère;QZ;Casteljaloux;;Calcaires du jurassique moyen et supérieur captif;
05238497;La Bidassoa à Hendaye (Estuaire);STQ;Hendaye;;Estuaire Bidassoa;
07786X0057/F;BRACH - Le Mayne Bernard 2;QZ;Brach;;Calcaires et sables de l'oligocène captif du littoral nord aquitain;
05057120;La Vézère à l'aval de Bugeat;STQ;Bugeat;La Vézère;La Vézère de sa source au lac de Viam;
05046750;La Dordogne en amont de Sainte-Foy la Grande;STQ;Saint Avit Saint Nazaire;La Dordogne;La Dordogne du confluent du Caudeau au confluent de la lidoire;
